vendor_rank,vendor_display,vendor_key,award_count,total_awarded,pct_of_total,cumulative_awarded,cumulative_pct,reaches_80pct_set,is_repeat_vendor
1,DEXTER CONSTRUCTION CO. LTD.,DEXTER CONSTRUCTION,1842,3316547348.26,17.9121,3316547348.26,17.9121,true,true
2,DEXTER NOVA ALLIANCE,DEXTER NOVA ALLIANCE,1,717915205.00,3.8773,4034462553.26,21.7894,true,false
3,NOVA CONSTRUCTION CO. LTD.,NOVA CONSTRUCTION,220,477586261.43,2.5794,4512048814.69,24.3687,true,true
4,RFSQ MULTIPLE VENDORS; RFP Cerner Canada ULC,RFSQ MULTIPLE VENDORS RFP CERNER CANADA,1,365000000.00,1.9713,4877048814.69,26.3400,true,false
5,PCL Constructors Canada Inc.,PCL CONSTRUCTORS CANADA,30,352614093.00,1.9044,5229662907.69,28.2444,true,true
6,S.W. WEEKS CONTRACTING INC.,S W WEEKS CONTRACTING,195,310073760.31,1.6747,5539736668.00,29.9191,true,true
7,Brycon Construction,BRYCON CONSTRUCTION,83,278709724.55,1.5053,5818446392.55,31.4243,true,true
8,Avondale Construction,AVONDALE CONSTRUCTION,156,269743148.39,1.4568,6088189540.94,32.8812,true,true
9,EllisDon Infrastructure Healthcare,ELLISDON INFRASTRUCTURE HEALTHCARE,1,259400000.00,1.4010,6347589540.94,34.2822,true,false
10,Bird Construction,BIRD CONSTRUCTION,46,244143107.00,1.3186,6591732647.94,35.6007,true,true
11,ALVA CONSTRUCTION LTD,ALVA CONSTRUCTION,127,191488748.54,1.0342,6783221396.48,36.6349,true,true
12,Brilun Construction Ltd.,BRILUN CONSTRUCTION,249,188814435.29,1.0198,6972035831.77,37.6547,true,true
13,Joneljim Concrete Construction,JONELJIM CONCRETE CONSTRUCTION,54,188452323.72,1.0178,7160488155.49,38.6725,true,true
14,CHAPMAN BROS. CONSTRUCTION LTD.,CHAPMAN BROS CONSTRUCTION,73,188084437.63,1.0158,7348572593.12,39.6883,true,true
15,BASIN CONTRACTING LTD.,BASIN CONTRACTING,259,185654162.07,1.0027,7534226755.19,40.6910,true,true
16,"Sterimax, Pfizer",STERIMAX PFIZER,1,168110769.00,0.9079,7702337524.19,41.5989,true,false
17,NCL - NORTHERN CONTRACTING LIMITED,NCL NORTHERN CONTRACTING,106,164542208.50,0.8887,7866879732.69,42.4876,true,true
18,Nova Bus,NOVA BUS,13,137827590.33,0.7444,8004707323.02,43.2319,true,true
19,Ocean Contractors,OCEAN CONTRACTORS,191,126863660.12,0.6852,8131570983.14,43.9171,true,true
20,Lindsay Construction,LINDSAY CONSTRUCTION,27,115282801.13,0.6226,8246853784.27,44.5397,true,true
21,Fresenius Kabi Canada Ltd.,FRESENIUS KABI CANADA,5,113781407.00,0.6145,8360635191.27,45.1542,true,true
22,MUNICIPAL READY MIX LTD.,MUNICIPAL READY MIX,113,110249463.36,0.5954,8470884654.63,45.7497,true,true
23,ABERDEEN PAVING LTD.,ABERDEEN PAVING,185,109774217.79,0.5929,8580658872.42,46.3425,true,true
24,Zutphen Contractors Inc.,ZUTPHEN CONTRACTORS,55,105616908.70,0.5704,8686275781.12,46.9130,true,true
25,Bird Mechanical Ltd,BIRD MECHANICAL,42,105228450.91,0.5683,8791504232.03,47.4813,true,true
26,Bird Construction Group,BIRD CONSTRUCTION GROUP,41,104213612.88,0.5628,8895717844.91,48.0441,true,true
27,CUMBERLAND PAVING AND CONTRACTING LTD.,CUMBERLAND PAVING AND CONTRACTING,82,99936844.98,0.5397,8995654689.89,48.5839,true,true
28,Please see information below.,PLEASE SEE INFORMATION BELOW,7,99874260.00,0.5394,9095528949.89,49.1233,true,true
29,Joneljim Concrete Construction (1994) Limited,JONELJIM CONCRETE CONSTRUCTION 1994,69,98071720.10,0.5297,9193600669.99,49.6529,true,true
30,MARCO MARITIMES LTD.,MARCO MARITIMES,7,94587858.55,0.5109,9288188528.54,50.1638,true,true
31,CUMBERLAND PAVING & CONTRACTING LTD.,CUMBERLAND PAVING & CONTRACTING,84,91603434.30,0.4947,9379791962.84,50.6585,true,true
32,ATLANTICA MECHANICAL CONTRACTORS INC,ATLANTICA MECHANICAL CONTRACTORS,92,89545622.10,0.4836,9469337584.94,51.1421,true,true
33,ARCP,ARCP,102,84422692.55,0.4560,9553760277.49,51.5981,true,true
34,Cumberland Paving,CUMBERLAND PAVING,93,82273479.50,0.4443,9636033756.99,52.0424,true,true
35,Bell Canada,BELL CANADA,34,77670853.76,0.4195,9713704610.75,52.4619,true,true
36,SteriMax Inc.,STERIMAX,3,76129804.61,0.4112,9789834415.36,52.8731,true,true
37,Sandoz Canada Inc.,SANDOZ CANADA,2,73841850.00,0.3988,9863676265.36,53.2719,true,true
38,Industrial Cold Milling,INDUSTRIAL COLD MILLING,81,73830022.04,0.3987,9937506287.40,53.6706,true,true
39,MARCO GROUP LIMITED,MARCO GROUP,5,72561599.00,0.3919,10010067886.40,54.0625,true,true
40,Northern Contracting Ltd.,NORTHERN CONTRACTING,121,69628424.89,0.3761,10079696311.29,54.4386,true,true
41,Becton Dickinson Canada Inc.,BECTON DICKINSON CANADA,6,69237399.50,0.3739,10148933710.79,54.8125,true,true
42,Balodis Incorporated,BALODIS,32,66671408.15,0.3601,10215605118.94,55.1726,true,true
43,Roscoe Construction,ROSCOE CONSTRUCTION,60,60651249.41,0.3276,10276256368.35,55.5002,true,true
44,RCS CONSTRUCTION,RCS CONSTRUCTION,23,60632985.85,0.3275,10336889354.20,55.8276,true,true
45,NORTHERN CONSTRUCTION INC.,NORTHERN CONSTRUCTION,32,60294196.85,0.3256,10397183551.05,56.1533,true,true
46,Compugen Inc.,COMPUGEN,6,60097268.42,0.3246,10457280819.47,56.4778,true,true
47,Dora Construction,DORA CONSTRUCTION,41,59355313.31,0.3206,10516636132.78,56.7984,true,true
48,PENNECON HEAVY CIVIL LTD,PENNECON HEAVY CIVIL,1,56825845.00,0.3069,10573461977.78,57.1053,true,false
49,Black and McDonald,BLACK AND MCDONALD,18,56000219.85,0.3024,10629462197.63,57.4078,true,true
50,EFR Disposal Ltd.,EFR DISPOSAL,10,55669890.28,0.3007,10685132087.91,57.7084,true,true
51,Black & McDonald Limited,BLACK & MCDONALD,116,54518996.99,0.2944,10739651084.90,58.0029,true,true
52,See Memorandum for award information,SEE MEMORANDUM FOR AWARD INFORMATION,2,53419298.85,0.2885,10793070383.75,58.2914,true,true
53,Flynn Canada,FLYNN CANADA,35,53246508.00,0.2876,10846316891.75,58.5789,true,true
54,Paladin Security Group Ltd,PALADIN SECURITY GROUP,4,51642647.91,0.2789,10897959539.66,58.8579,true,true
55,Carecor Health Services,CARECOR HEALTH SERVICES,1,51124125.00,0.2761,10949083664.66,59.1340,true,false
56,Royal Bank of Canada,ROYAL BANK OF CANADA,3,50640001.00,0.2735,10999723665.66,59.4075,true,true
57,CHAPMAN BROTHERS CONSTRUCTION LTD.,CHAPMAN BROTHERS CONSTRUCTION,26,49177644.75,0.2656,11048901310.41,59.6731,true,true
58,Pomerleau Inc,POMERLEAU,11,49056686.80,0.2649,11097957997.21,59.9380,true,true
59,Mid Valley Construction (1997) Limited,MID VALLEY CONSTRUCTION 1997,66,48277938.09,0.2607,11146235935.30,60.1988,true,true
60,Bond and Coolen Contracting Ltd,BOND AND COOLEN CONTRACTING,10,48241835.00,0.2605,11194477770.30,60.4593,true,true
61,Gary Parker Excavating Ltd,GARY PARKER EXCAVATING,48,47559785.72,0.2569,11242037556.02,60.7162,true,true
62,Compass Group Canada Ltd.,COMPASS GROUP CANADA,4,44203116.02,0.2387,11286240672.04,60.9549,true,true
63,Ellis Don,ELLIS DON,5,43274504.00,0.2337,11329515176.04,61.1886,true,true
64,Nova Truck Centres,NOVA TRUCK CENTRES,25,42040119.98,0.2271,11371555296.02,61.4157,true,true
65,RDL CONSTRUCTION LTD.,RDL CONSTRUCTION,35,41329466.97,0.2232,11412884762.99,61.6389,true,true
66,Harbour Construction Company Limited,HARBOUR CONSTRUCTION,36,41071633.26,0.2218,11453956396.25,61.8607,true,true
67,GREENFIELD CONTRUCTION LTD.,GREENFIELD CONTRUCTION,5,40912428.24,0.2210,11494868824.49,62.0817,true,true
68,Atlantic Bus Corporation,ATLANTIC BUS,1,40000000.00,0.2160,11534868824.49,62.2977,true,false
69,ELLISDON CORPORATION,ELLISDON,15,38947340.49,0.2103,11573816164.98,62.5080,true,true
70,CBCL Limited,CBCL,238,38919331.94,0.2102,11612735496.92,62.7182,true,true
71,S.W. Weeks Construction,S W WEEKS CONSTRUCTION,66,38329208.36,0.2070,11651064705.28,62.9252,true,true
72,Please see below list of awarded suppliers.,PLEASE SEE BELOW LIST OF AWARDED SUPPLIERS,1,37889121.00,0.2046,11688953826.28,63.1299,true,false
73,Rikjak Construction Limited,RIKJAK CONSTRUCTION,39,37832529.75,0.2043,11726786356.03,63.3342,true,true
74,Dexter,DEXTER,39,37795404.73,0.2041,11764581760.76,63.5383,true,true
75,Garian Construction Ltd.,GARIAN CONSTRUCTION,90,37123690.74,0.2005,11801705451.50,63.7388,true,true
76,AB: Lynk: Atlantica JV,AB LYNK ATLANTICA JV,1,36027143.00,0.1946,11837732594.50,63.9334,true,false
77,AB: Lynk: Atlantica Joint Venture,AB LYNK ATLANTICA JOINT VENTURE,2,36018000.00,0.1945,11873750594.50,64.1279,true,true
78,ARCHITECTURE49 INC,ARCHITECTURE49,14,35798164.80,0.1933,11909548759.30,64.3213,true,true
79,IRON MAPLE CONSTRUCTORS,IRON MAPLE CONSTRUCTORS,11,35031080.60,0.1892,11944579839.90,64.5105,true,true
80,Maxim 2000,MAXIM 2000,3,34780000.00,0.1878,11979359839.90,64.6983,true,true
81,Joneljim Construction,JONELJIM CONSTRUCTION,16,33933045.32,0.1833,12013292885.22,64.8816,true,true
82,L&R CONSTRUCTION LTD.,L&R CONSTRUCTION,10,32527548.98,0.1757,12045820434.20,65.0572,true,true
83,Dora Construction Projects Ltd,DORA CONSTRUCTION PROJECTS,6,32232959.55,0.1741,12078053393.75,65.2313,true,true
84,"Daniels, Stericyle, Cardinal Health, BD",DANIELS STERICYLE CARDINAL HEALTH BD,1,31992828.00,0.1728,12110046221.75,65.4041,true,false
85,A.F. Theriault & Son Ltd,A F THERIAULT & SON,6,31943385.00,0.1725,12141989606.75,65.5766,true,true
86,Greytop Commercial Construction,GREYTOP COMMERCIAL CONSTRUCTION,66,31624137.44,0.1708,12173613744.19,65.7474,true,true
87,Atlantic Road Construction & Paving Limited,ATLANTIC ROAD CONSTRUCTION & PAVING,38,30716202.61,0.1659,12204329946.80,65.9133,true,true
88,McCarthy's Roofing,MCCARTHY S ROOFING,102,30224857.00,0.1632,12234554803.80,66.0766,true,true
89,HOWARD E. LITTLE EXCAVATING LTD.,HOWARD E LITTLE EXCAVATING,51,30040778.06,0.1622,12264595581.86,66.2388,true,true
90,DURON ATLANTIC LTD.,DURON ATLANTIC,64,29608072.51,0.1599,12294203654.37,66.3987,true,true
91,Roche Diagnostics,ROCHE DIAGNOSTICS,4,28952664.24,0.1564,12323156318.61,66.5551,true,true
92,Sackville Trenching,SACKVILLE TRENCHING,65,28892247.56,0.1560,12352048566.17,66.7111,true,true
93,Leeds Transit Inc.,LEEDS TRANSIT,2,28174404.70,0.1522,12380222970.87,66.8633,true,true
94,IMP Solutions,IMP SOLUTIONS,157,27298833.07,0.1474,12407521803.94,67.0107,true,true
95,COMPLETE CONCRETE SOLUTIONS LTD.,COMPLETE CONCRETE SOLUTIONS,13,26952205.00,0.1456,12434474008.94,67.1563,true,true
96,Blunden Construction,BLUNDEN CONSTRUCTION,77,26851193.93,0.1450,12461325202.87,67.3013,true,true
97,Able Electric Ltd.,ABLE ELECTRIC,16,26844355.00,0.1450,12488169557.87,67.4463,true,true
98,Buildon Construction Limited,BUILDON CONSTRUCTION,63,26746643.30,0.1445,12514916201.17,67.5907,true,true
99,B. SPICER CONSTRUCTION LIMITED,B SPICER CONSTRUCTION,31,26150066.34,0.1412,12541066267.51,67.7320,true,true
100,see qualified list below,SEE QUALIFIED LIST BELOW,1,25000000.00,0.1350,12566066267.51,67.8670,true,false
101,Mid Valley Construction,MID VALLEY CONSTRUCTION,42,24672073.93,0.1332,12590738341.44,68.0002,true,true
102,Nova Biomedical Canada,NOVA BIOMEDICAL CANADA,1,24584844.00,0.1328,12615323185.44,68.1330,true,false
103,AMB Tresec Inc.,AMB TRESEC,3,24489000.00,0.1323,12639812185.44,68.2653,true,true
104,EXP Architects,EXP ARCHITECTS,8,23893681.69,0.1290,12663705867.13,68.3943,true,true
105,GREENFIELD CONSTRUCTION LTD.,GREENFIELD CONSTRUCTION,5,23435512.39,0.1266,12687141379.52,68.5209,true,true
106,Fowler Construction Services Limited,FOWLER CONSTRUCTION SERVICES,46,23189349.00,0.1252,12710330728.52,68.6461,true,true
107,S.W. Weeks,S W WEEKS,27,23118410.87,0.1249,12733449139.39,68.7710,true,true
108,Metro Roofing,METRO ROOFING,46,22788690.73,0.1231,12756237830.12,68.8941,true,true
109,Eastern Infrastructure Inc.,EASTERN INFRASTRUCTURE,54,22578793.97,0.1219,12778816624.09,69.0160,true,true
110,ALLSTEEL COATINGS LTD.,ALLSTEEL COATINGS,18,22079188.61,0.1192,12800895812.70,69.1353,true,true
111,Marid Industries Ltd.,MARID INDUSTRIES,29,21935422.27,0.1185,12822831234.97,69.2537,true,true
112,Ainsworth Inc.,AINSWORTH,75,21925278.71,0.1184,12844756513.68,69.3721,true,true
113,Flagship Construction Limited,FLAGSHIP CONSTRUCTION,64,21797729.13,0.1177,12866554242.81,69.4899,true,true
114,Leads Transit Inc.,LEADS TRANSIT,1,21748445.00,0.1175,12888302687.81,69.6073,true,false
115,MAECON INFRASTRUCTURE SERVICES INC.,MAECON INFRASTRUCTURE SERVICES,34,21528443.63,0.1163,12909831131.44,69.7236,true,true
116,Siemens Canada Limited,SIEMENS CANADA,7,21469896.89,0.1160,12931301028.33,69.8396,true,true
117,WILCRAFT CONCRETE SERVICES LTD,WILCRAFT CONCRETE SERVICES,39,21083307.21,0.1139,12952384335.54,69.9534,true,true
118,SOT Maritime Centre,SOT MARITIME CENTRE,2,20904619.00,0.1129,12973288954.54,70.0663,true,true
119,GFL Environmental,GFL ENVIRONMENTAL,17,20867352.03,0.1127,12994156306.57,70.1790,true,true
120,Coastal Restoration & Masonry Limited,COASTAL RESTORATION & MASONRY,35,20859102.88,0.1127,13015015409.45,70.2917,true,true
121,Arsenault Bros Construction Limited,ARSENAULT BROS CONSTRUCTION,9,20440552.67,0.1104,13035455962.12,70.4021,true,true
122,Stantec Consulting Ltd.,STANTEC CONSULTING,58,20224101.10,0.1092,13055680063.22,70.5113,true,true
123,A-Tech Roofing Ltd.,A TECH ROOFING,59,19947695.00,0.1077,13075627758.22,70.6190,true,true
124,MacPhee Ford,MACPHEE FORD,79,19594353.28,0.1058,13095222111.50,70.7249,true,true
125,Crothall,CROTHALL,1,19553542.00,0.1056,13114775653.50,70.8305,true,false
126,Airbus Helicopters,AIRBUS HELICOPTERS,1,19105402.00,0.1032,13133881055.50,70.9337,true,false
127,RKO Steel Limited,RKO STEEL,21,18901173.00,0.1021,13152782228.50,71.0357,true,true
128,Royal Environmental Inc.,ROYAL ENVIRONMENTAL,13,18755168.66,0.1013,13171537397.16,71.1370,true,true
129,GARDNER ELECTRIC LTD,GARDNER ELECTRIC,1,18750000.00,0.1013,13190287397.16,71.2383,true,false
130,Tate Construction Ltd.,TATE CONSTRUCTION,124,18695800.76,0.1010,13208983197.92,71.3393,true,true
131,Rogers Communications Canada Inc.,ROGERS COMMUNICATIONS CANADA,1,18603762.00,0.1005,13227586959.92,71.4397,true,false
132,Seagate Construction Inc.,SEAGATE CONSTRUCTION,27,18405069.00,0.0994,13245992028.92,71.5391,true,true
133,Howard Little Excavating,HOWARD LITTLE EXCAVATING,51,18287935.42,0.0988,13264279964.34,71.6379,true,true
134,Atlantica Mechanical,ATLANTICA MECHANICAL,40,18135105.00,0.0979,13282415069.34,71.7359,true,true
135,PMC Roofing Limited,PMC ROOFING,24,17980606.35,0.0971,13300395675.69,71.8330,true,true
136,Soubliere Trinity Contractors,SOUBLIERE TRINITY CONTRACTORS,1,17965925.00,0.0970,13318361600.69,71.9300,true,false
137,Castone Construction Ltd.,CASTONE CONSTRUCTION,29,17839609.82,0.0963,13336201210.51,72.0263,true,true
138,Saunders Equipment,SAUNDERS EQUIPMENT,108,17575501.82,0.0949,13353776712.33,72.1213,true,true
139,m5 Marketing Communications,M5 MARKETING COMMUNICATIONS,6,17319568.50,0.0935,13371096280.83,72.2148,true,true
140,STANTEC ARCHITECTURE LIMITED,STANTEC ARCHITECTURE,6,17226579.04,0.0930,13388322859.87,72.3078,true,true
141,Caldwell & Ross Ltd.,CALDWELL & ROSS,2,17007025.00,0.0919,13405329884.87,72.3997,true,true
142,Xplornet,XPLORNET,1,17000000.00,0.0918,13422329884.87,72.4915,true,false
143,Johnson & Johnson Canada,JOHNSON & JOHNSON CANADA,3,16978213.00,0.0917,13439308097.87,72.5832,true,true
144,Upward Mobility Kitchens East Inc.,UPWARD MOBILITY KITCHENS EAST,2,16649396.01,0.0899,13455957493.88,72.6731,true,true
145,NOva Enterprises Limited,NOVA ENTERPRISES,21,16541548.36,0.0893,13472499042.24,72.7625,true,true
146,TIMBER RESTORATION SERVICES,TIMBER RESTORATION SERVICES,5,16408973.12,0.0886,13488908015.36,72.8511,true,true
147,Royal Environmental (ReGroup),ROYAL ENVIRONMENTAL REGROUP,1,16407377.60,0.0886,13505315392.96,72.9397,true,false
148,SW Weeks,SW WEEKS,14,16209896.16,0.0875,13521525289.12,73.0273,true,true
149,Miller Waste Systems Inc.,MILLER WASTE SYSTEMS,17,16182283.18,0.0874,13537707572.30,73.1146,true,true
150,J W LINDSAY ENTERPRISES LTD,J W LINDSAY ENTERPRISES,14,16172266.00,0.0873,13553879838.30,73.2020,true,true
151,WSP Canada Inc.,WSP CANADA,73,15773221.75,0.0852,13569653060.05,73.2872,true,true
152,PCL Constructors,PCL CONSTRUCTORS,10,15325753.00,0.0828,13584978813.05,73.3700,true,true
153,ACROW LTD.,ACROW,11,15310161.38,0.0827,13600288974.43,73.4526,true,true
154,Deloitte,DELOITTE,32,15032656.10,0.0812,13615321630.53,73.5338,true,true
155,XL Electric,XL ELECTRIC,68,15009853.63,0.0811,13630331484.16,73.6149,true,true
156,Universal Realty Limited,UNIVERSAL REALTY,1,14976000.00,0.0809,13645307484.16,73.6958,true,false
157,Clean Foundation,CLEAN FOUNDATION,2,14970723.00,0.0809,13660278207.16,73.7766,true,true
158,TOTAL ONE CONTRACTING INC.,TOTAL ONE CONTRACTING,35,14864420.00,0.0803,13675142627.16,73.8569,true,true
159,Maritech Construction,MARITECH CONSTRUCTION,19,14571291.48,0.0787,13689713918.64,73.9356,true,true
160,Elmsdale Landscaping,ELMSDALE LANDSCAPING,108,14461746.08,0.0781,13704175664.72,74.0137,true,true
161,Teak Tree Enterprises,TEAK TREE ENTERPRISES,24,14415793.82,0.0779,13718591458.54,74.0916,true,true
162,Acuren Group Inc.,ACUREN GROUP,1,14234046.19,0.0769,13732825504.73,74.1684,true,false
163,Camions Carl Thibault,CAMIONS CARL THIBAULT,6,14048511.00,0.0759,13746874015.73,74.2443,true,true
164,TPB01.02 - NCL – Northern Contracting Ltd,TPB01 02 NCL NORTHERN CONTRACTING,1,13759514.00,0.0743,13760633529.73,74.3186,true,false
165,Blunden Construction (1995) Limited,BLUNDEN CONSTRUCTION 1995,33,13664143.00,0.0738,13774297672.73,74.3924,true,true
166,AVALON SEXUAL ASSULT CENTRE SOCIETY,AVALON SEXUAL ASSULT CENTRE SOCIETY,1,13417193.00,0.0725,13787714865.73,74.4649,true,false
167,SOUTHEAST DRYWALL LTD,SOUTHEAST DRYWALL,11,13169659.00,0.0711,13800884524.73,74.5360,true,true
168,"Aucoin, Lynk, Atlantica Joint Venture",AUCOIN LYNK ATLANTICA JOINT VENTURE,3,13125890.00,0.0709,13814010414.73,74.6069,true,true
169,Imperial Cleaners,IMPERIAL CLEANERS,24,12965319.00,0.0700,13826975733.73,74.6769,true,true
170,Iron Maple,IRON MAPLE,2,12824400.00,0.0693,13839800133.73,74.7462,true,true
171,Parsons Investments Limited,PARSONS INVESTMENTS,6,12550006.80,0.0678,13852350140.53,74.8140,true,true
172,Tecsys Inc.,TECSYS,1,12497853.00,0.0675,13864847993.53,74.8815,true,false
173,EMC Corporation of Canada,EMC CORPORATION OF CANADA,1,12478479.00,0.0674,13877326472.53,74.9489,true,false
174,LUNENBURG SHIPYARD ALLICANCE,LUNENBURG SHIPYARD ALLICANCE,1,12455777.00,0.0673,13889782249.53,75.0161,true,false
175,IAN SINCLAIR CONTRACTING SERVICES LTD.,IAN SINCLAIR CONTRACTING SERVICES,25,12375088.12,0.0668,13902157337.65,75.0830,true,true
176,Atlantic Snow and Ice Management,ATLANTIC SNOW AND ICE MANAGEMENT,20,12370506.08,0.0668,13914527843.73,75.1498,true,true
177,Bragg Communications Inc.,BRAGG COMMUNICATIONS,5,12156830.51,0.0657,13926684674.24,75.2154,true,true
178,"Auro, Bausch, Medexus, Teva",AURO BAUSCH MEDEXUS TEVA,1,12038627.00,0.0650,13938723301.24,75.2805,true,false
179,Lynk Electric Limited,LYNK ELECTRIC,58,12027994.24,0.0650,13950751295.48,75.3454,true,true
180,EllisDon / JonelJim Joint Venture,ELLISDON JONELJIM JOINT VENTURE,2,11982110.00,0.0647,13962733405.48,75.4101,true,true
181,Gaudet Building Contractors,GAUDET BUILDING CONTRACTORS,29,11962658.00,0.0646,13974696063.48,75.4747,true,true
182,R.J. MACISAAC CONSTRUCTION LTD.,R J MACISAAC CONSTRUCTION,1,11933028.00,0.0644,13986629091.48,75.5392,true,false
183,MC Food Service Solutions Ltd.,MC FOOD SERVICE SOLUTIONS,2,11919960.01,0.0644,13998549051.49,75.6036,true,true
184,Trim Landscaping,TRIM LANDSCAPING,27,11858550.25,0.0640,14010407601.74,75.6676,true,true
185,Eagle Telecomm,EAGLE TELECOMM,1,11796402.00,0.0637,14022204003.74,75.7313,true,false
186,Safety Source Fire,SAFETY SOURCE FIRE,3,11764414.62,0.0635,14033968418.36,75.7949,true,true
187,POMERLEAU LINDSAY CONSTRUCTION JOINT VENTURE,POMERLEAU LINDSAY CONSTRUCTION JOINT VENTURE,1,11594113.56,0.0626,14045562531.92,75.8575,true,false
188,Gil-Son Construction Limited,GIL SON CONSTRUCTION,35,11451874.87,0.0618,14057014406.79,75.9193,true,true
189,OCEAN PAVING LTD.,OCEAN PAVING,44,11450950.17,0.0618,14068465356.96,75.9812,true,true
190,Greendale Resources Inc.,GREENDALE RESOURCES,24,11377186.00,0.0614,14079842542.96,76.0426,true,true
191,Turf Masters Landscaping,TURF MASTERS LANDSCAPING,25,11221537.01,0.0606,14091064079.97,76.1032,true,true
192,Vista Care,VISTA CARE,1,11127200.00,0.0601,14102191279.97,76.1633,true,false
193,Teva Canada Limited,TEVA CANADA,3,11111058.82,0.0600,14113302338.79,76.2233,true,true
194,Argyle Consolidated Inc.,ARGYLE CONSOLIDATED,1,11080967.00,0.0598,14124383305.79,76.2832,true,false
195,M.M.MacDonald Construction Ltd.,M M MACDONALD CONSTRUCTION,80,10997884.54,0.0594,14135381190.33,76.3426,true,true
196,"Apotex, Sandoz, SteriMax, sanofi-aventis, Teva",APOTEX SANDOZ STERIMAX SANOFI AVENTIS TEVA,1,10952000.00,0.0591,14146333190.33,76.4017,true,false
197,ATLANTIC SUPERMARKET CONTRACTORS LTD.,ATLANTIC SUPERMARKET CONTRACTORS,3,10938270.87,0.0591,14157271461.20,76.4608,true,true
198,Ian J Tate Plumbing & Heating Limited,IAN J TATE PLUMBING & HEATING,14,10933512.00,0.0590,14168204973.20,76.5198,true,true
199,Lifeworks (Canada) Inc.,LIFEWORKS CANADA,2,10895588.00,0.0588,14179100561.20,76.5787,true,true
200,Dillon Consulting,DILLON CONSULTING,87,10843112.79,0.0586,14189943673.99,76.6373,true,true
201,ALGONQUIN BRIDGE,ALGONQUIN BRIDGE,17,10843016.80,0.0586,14200786690.79,76.6958,true,true
202,Crestline Coach,CRESTLINE COACH,17,10746042.87,0.0580,14211532733.66,76.7539,true,true
203,NCL,NCL,13,10643902.00,0.0575,14222176635.66,76.8113,true,true
204,CF Construction,CF CONSTRUCTION,13,10583177.75,0.0572,14232759813.41,76.8685,true,true
205,Carvery's Construction,CARVERY S CONSTRUCTION,47,10581103.67,0.0571,14243340917.08,76.9256,true,true
206,ABM Systems,ABM SYSTEMS,3,10547278.90,0.0570,14253888195.98,76.9826,true,true
207,McAsphalt Industries Ltd.,MCASPHALT INDUSTRIES,13,10485326.84,0.0566,14264373522.82,77.0392,true,true
208,GDI Integrated Facility Services,GDI INTEGRATED FACILITY SERVICES,5,10434711.72,0.0564,14274808234.54,77.0956,true,true
209,Thyssenkrupp Elevator,THYSSENKRUPP ELEVATOR,34,10304151.08,0.0557,14285112385.62,77.1512,true,true
210,Ground Force Property Services,GROUND FORCE PROPERTY SERVICES,14,10265254.80,0.0554,14295377640.42,77.2067,true,true
211,Horseshoe Hill Construction Inc,HORSESHOE HILL CONSTRUCTION,5,10262239.20,0.0554,14305639879.62,77.2621,true,true
212,SW Weeks Contracting Inc.,SW WEEKS CONTRACTING,7,10237913.05,0.0553,14315877792.67,77.3174,true,true
213,Able Electric (2016) Limited,ABLE ELECTRIC 2016,17,10192046.88,0.0550,14326069839.55,77.3724,true,true
214,Pharmascience Inc.,PHARMASCIENCE,2,10167883.00,0.0549,14336237722.55,77.4274,true,true
215,Backman Vidcom,BACKMAN VIDCOM,52,10106381.61,0.0546,14346344104.16,77.4819,true,true
216,Siemens Healthcare Limited,SIEMENS HEALTHCARE,4,10091883.76,0.0545,14356435987.92,77.5364,true,true
217,Brilun Constrcuction Ltd.,BRILUN CONSTRCUCTION,4,10068889.35,0.0544,14366504877.27,77.5908,true,true
218,Allergan Aesthetics and AbbVie,ALLERGAN AESTHETICS AND ABBVIE,1,10065216.00,0.0544,14376570093.27,77.6452,true,false
219,MBA Group,MBA GROUP,15,10064666.45,0.0544,14386634759.72,77.6995,true,true
220,JONELJIM CONCRETE CONTRUCTION (1994) LTD,JONELJIM CONCRETE CONTRUCTION 1994,4,10022647.82,0.0541,14396657407.54,77.7537,true,true
221,Extreme Communications,EXTREME COMMUNICATIONS,1,10000000.00,0.0540,14406657407.54,77.8077,true,false
222,Cayenta,CAYENTA,1,9994662.00,0.0540,14416652069.54,77.8617,true,false
223,Landworks Excavation,LANDWORKS EXCAVATION,21,9970881.37,0.0539,14426622950.91,77.9155,true,true
224,Compass Commercial Realty LP,COMPASS COMMERCIAL REALTY,1,9900340.80,0.0535,14436523291.71,77.9690,true,false
225,HLS/Mylan/AA Pharma,HLS MYLAN AA PHARMA,1,9894933.00,0.0534,14446418224.71,78.0224,true,false
226,"BIOMÉRIEUX CANADA, INC.",BIOM RIEUX CANADA,1,9790221.00,0.0529,14456208445.71,78.0753,true,false
227,Harbour Engineering Joint Venture,HARBOUR ENGINEERING JOINT VENTURE,4,9782273.00,0.0528,14465990718.71,78.1281,true,true
228,Julmac Contracting Ltd.,JULMAC CONTRACTING,4,9727435.00,0.0525,14475718153.71,78.1807,true,true
229,STELLA-JONES INC.,STELLA JONES,120,9642912.47,0.0521,14485361066.18,78.2327,true,true
230,MARKLAND ASSOCIATES LTD,MARKLAND ASSOCIATES,15,9619099.00,0.0520,14494980165.18,78.2847,true,true
231,William Nycum & Associates,WILLIAM NYCUM & ASSOCIATES,3,9582387.00,0.0518,14504562552.18,78.3365,true,true
232,Medavie Blue Cross,MEDAVIE BLUE CROSS,4,9527589.58,0.0515,14514090141.76,78.3879,true,true
