proj_no,proj_name,loc_desc,work_desc,category,category_norm,asset_type,year,lat,lon
CP190001,Cultural Assets - The Wave,"",Rehab/Renewal,Art & Cultural Assets,Art & Cultural Assets,Amenity,2021,44.647179,-63.570024
CP190001,Cultural Assets - Silver's Hill Park mural,"38 Sinclair Street, Dartmouth",New,Art & Cultural Assets,Art & Cultural Assets,Amenity,2021,44.675001,-63.558153
CR200003,Bridges - Walker Bridge Replacement Detailed Design,"100 Salmon River Dr, Westphal",Rehab/Renewal,Bridges,Bridges,Bridge,2021,44.702296,-63.46078
CR200003,Bridges - Buckingham Dr Culvert Replacement,"215 Buckingham Dr, Stillwater Lake",Rehab/Renewal,Bridges,Bridges,Bridge,2021,44.695112,-63.838045
CR200003,Bridges - Lucasville River Bridge Repair Design,"230 Lucasville Rd, Lower Sackville",Rehab/Renewal,Bridges,Bridges,Bridge,2021,44.774579,-63.71416
CR200003,Bridges - Barry's Run Repair Design,"426 Waverley Rd, Dartmouth",Rehab/Renewal,Bridges,Bridges,Bridge,2021,44.716455,-63.545024
CR200003,Bridges - Lady Hammond Rd,"6239 Lady Hammond Rd, Halifax",Rehab/Renewal,Bridges,Bridges,Bridge,2021,44.664911,-63.616627
CR200003,Bridges - CN South St Bridge Repair,"6411 South St, Halifax",Rehab/Renewal,Bridges,Bridges,Bridge,2021,44.633981,-63.595911
CR200003,Bridges - Barrington St Repair,"Barrington St, Halifax",Rehab/Renewal,Bridges,Bridges,Bridge,2021,44.67463,-63.61487
CB000002,Multi District Facilities-Upgrades (Bundle),Canada Games Centre,Air Conditioning of the field house,Buildings,Buildings,(unspecified),2013,44.659494,-63.664511
CB000002,Multi District Facilities-Upgrades (Bundle),Centennial Arena,Ice plant control system,Buildings,Buildings,(unspecified),2013,44.662005,-63.635132
CB000002,Multi District Facilities-Upgrades (Bundle),Centennial Pool,Renovations,Buildings,Buildings,(unspecified),2013,44.64991,-63.581728
CB000002,Multi District Facilities-Upgrades (Bundle),Cole Harbour Place,Dashboard boards and paving upgrades,Buildings,Buildings,(unspecified),2013,44.684034,-63.490048
CB000002,Multi District Facilities-Upgrades (Bundle),Dartmouth Sportsplex,"Circulation Pumps, paving upgrades",Buildings,Buildings,(unspecified),2013,44.669354,-63.575173
CB000002,Multi District Facilities-Upgrades (Bundle),Eastern Shore Community Centre,"Fire panel, emergency lighting upgrades",Buildings,Buildings,(unspecified),2013,44.78941,-63.148556
CB000002,Multi District Facilities-Upgrades (Bundle),Halifax Forum,Waterproofing,Buildings,Buildings,(unspecified),2013,44.655369,-63.604257
CB000002,Multi District Facilities-Upgrades (Bundle),Sackville Sports Stadium,Flooring and lighting upgrades,Buildings,Buildings,(unspecified),2013,44.772997,-63.673618
CB000002,Multi District Facilities-Upgrades (Bundle),Spryfield Lions Arena,Refrigeration plant,Buildings,Buildings,(unspecified),2013,44.607906,-63.608264
CB000002,Multi District Facilities-Upgrades (Bundle),St. Margaret's Centre,Generator upgrade,Buildings,Buildings,(unspecified),2013,44.706899,-63.857788
CB000010,Regional Park Washrooms,Albro Lake Park Washroom,Replacement of washroom facility and lighting. Security Improvements and landscaping,Buildings,Buildings,(unspecified),2013,44.68598,-63.576477
CB000010,Regional Park Washrooms,Chocolate Lake Park Washroom,"New washroom facility. Lighting installation, security improvements and landscaping",Buildings,Buildings,(unspecified),2013,44.638354,-63.620095
CB000010,Regional Park Washrooms,Kearney Lake Park Washroom,"New washroom facility. Lighting installation, security improvements and landscaping",Buildings,Buildings,(unspecified),2013,44.687339,-63.684455
CB000011,St. Andrew's Community Centre Renovation,St. Andrew's Community Centre,Community Centre Renovation (Preliminary work),Buildings,Buildings,(unspecified),2013,44.654757,-63.622756
CBX01046,Halifax City Hall Stone Restoration,Halifax City Hall,Stone restoration - North side of the building,Buildings,Buildings,(unspecified),2013,44.648954,-63.575239
CBX01140,Metropark Upgrades,Metropark,Metropark resealing and general life-cycle maintenance.,Buildings,Buildings,(unspecified),2013,44.645256,-63.572158
CBX01154,Accessibility - HRM Facilities,Acadia School,Accessibility ramp,Buildings,Buildings,(unspecified),2013,44.768585,-63.688119
CBX01154,Accessibility - HRM Facilities,St. Mary's Boat club,Accessibility upgrades,Buildings,Buildings,(unspecified),2013,44.637541,-63.604464
CBX01157,Alderney Gate Recapitalization(Bundle),Alderney Gate,Building maintance recapitalization,Buildings,Buildings,(unspecified),2013,44.664396,-63.568865
CBX01165,Library Facilities Upgrades,Cole Harbor Public Library,Branch layout redesign.,Buildings,Buildings,(unspecified),2013,44.683673,-63.490106
CBX01269,Mechanical (Category 6),City Hall,Elevator System Upgrade,Buildings,Buildings,(unspecified),2013,44.648954,-63.575239
CBX01269,Mechanical (Category 6),Eric Spicer Building,Boiler Replacement,Buildings,Buildings,(unspecified),2013,44.656693,-63.539032
CBX01270,Structural (Category 4),MacIntosh Depot Salt Shed,Structural upgrades,Buildings,Buildings,(unspecified),2013,44.66595,-63.621237
CBX01270,Structural (Category 4),University Ave Fire Station,Structural upgrades,Buildings,Buildings,(unspecified),2013,44.637876,-63.585202
CBX01271,Site Work (Category 1),Halifax Regional Police Building,Repaving of parking lot,Buildings,Buildings,(unspecified),2013,44.649948,-63.579907
CBX01271,Site Work (Category 1),Mainland Commons,Landscape improvements and overflow parking lot,Buildings,Buildings,(unspecified),2013,44.656286,-63.665095
CBX01271,Site Work (Category 1),St. Mary's Boat Club,Seawall repairs,Buildings,Buildings,(unspecified),2013,44.637541,-63.604464
CBX01272,Roof (Category 3),City Hall,Flat roof repairs,Buildings,Buildings,(unspecified),2013,44.648954,-63.575239
CBX01272,Roof (Category 3),Eric Spicer Building,Phase 2 roof condition analysis for roof upgrades,Buildings,Buildings,(unspecified),2013,44.656693,-63.539032
CBX01272,Roof (Category 3),Metro Transit Depot - Ilsley Ave,Transit building roof replacement,Buildings,Buildings,(unspecified),2013,44.693078,-63.584523
CBX01273,Architecture - Interior (Category 5),City Hall,Functional deficiency improvements - entry meeting rooms & security desk,Buildings,Buildings,(unspecified),2013,44.648954,-63.575239
CBX01273,Architecture - Interior (Category 5),Dartmouth Ferry Terminal,Third floor renovations,Buildings,Buildings,(unspecified),2013,44.663994,-63.569358
CBX01273,Architecture - Interior (Category 5),Musquodoboit Harbor Recreation Centre,Renovations to recreation centre,Buildings,Buildings,(unspecified),2013,44.786404,-63.14829
CBX01274,Architecture - Exterior (Category 2),Gardeners Cottage (Public Gardens),Masonry restoration & windows,Buildings,Buildings,(unspecified),2013,44.642219,-63.581801
CBX01274,Architecture - Exterior (Category 2),Halifax Regional Police Headquarters,Masonry restoration,Buildings,Buildings,(unspecified),2013,44.649948,-63.579907
CBX01274,Architecture - Exterior (Category 2),Richmond Family Court,Masonry restoration,Buildings,Buildings,(unspecified),2013,44.666975,-63.603416
CBX01275,Electrical (Category 7),Grand Parade,Lighting upgrades and electrical panel,Buildings,Buildings,(unspecified),2013,44.648666,-63.575121
CBX01275,Electrical (Category 7),Sackville Landing,Lighting standards and distribution panels,Buildings,Buildings,(unspecified),2013,44.647095,-63.570035
CBX01334,Bedford Community Centre,Bedford/Hammonds Plains Community Centre,Community center construction,Buildings,Buildings,(unspecified),2013,44.740805,-63.656014
CBX01344,Skating Oval,Skating Oval,Building a permanent structure at the skating oval,Buildings,Buildings,(unspecified),2013,44.649349,-63.587706
CB000004,St. Mary`s Boat Club Recapitalization,St. Mary's Boat Club,Improve Facility Accessibility & Foundation Stability,Buildings,Buildings,(unspecified),2014,44.637541,-63.604464
CB000005,Cole Harbour High School Enhancements,Cole Harbour High School,Gymnasium Enhancement,Buildings,Buildings,(unspecified),2014,44.681793,-63.489916
CB000007,Eastern Passage High School Enhancements,Eastern Passage High School,Gymnasium Enhancement,Buildings,Buildings,(unspecified),2014,44.782261,-63.153248
CB000011,St. Andrew's Community Centre Renovation,St. Andrew's Community Centre,Building Renovations,Buildings,Buildings,(unspecified),2014,44.654757,-63.622756
CB000024,Commons Pavilion and Pools,Commons Pavilion,Site work & exterior repairs,Buildings,Buildings,(unspecified),2014,44.648084,-63.588229
CB000025,Corporate Records Renovation,81 Ilsley Ave,Corporate Records Renovation,Buildings,Buildings,(unspecified),2014,44.701915,-63.589314
CB000028,Metro Centre,Halifax Metro Centre,Capital Upkeep and Enhancements,Buildings,Buildings,(unspecified),2014,44.648287,-63.576541
CB000029,Oakwood House Recapitalization,Oakwood House,Building Restoration,Buildings,Buildings,(unspecified),2014,44.675996,-63.562853
CB000030,Beazley Field Grandstands,Beazley Field Grandstand,Demolition of existing bleachers,Buildings,Buildings,(unspecified),2014,44.68718,-63.532648
CB000032,Power House Recapitalization,Power House,Building Restoration,Buildings,Buildings,(unspecified),2014,44.6445,-63.581376
CB000033,Quaker House Recapitalization,Quaker House,Building Restoration,Buildings,Buildings,(unspecified),2014,44.666959,-63.568255
CB000035,Bicentennial Theatre Middle Musquodoboit Harbour,Bicentennial Theatre,Repair and Maintenance,Buildings,Buildings,(unspecified),2014,45.044486,-63.150685
CBM00711,Fuel Depot Upgrades,MacKintosh Depot,Fuel Depot Upgrades,Buildings,Buildings,(unspecified),2014,44.66595,-63.621237
CBM00711,Fuel Depot Upgrades,Turner Drive Depot,Fuel Depot Upgrades,Buildings,Buildings,(unspecified),2014,44.711368,-63.596793
CBX01046,Halifax City Hall and Grand Parade Restoration,Grand Parade,Restoration,Buildings,Buildings,(unspecified),2014,44.648666,-63.575121
CBX01046,Halifax City Hall and Grand Parade Restoration,Halifax City Hall,Restoration,Buildings,Buildings,(unspecified),2014,44.648954,-63.575239
CBX01140,Metropark Upgrades,Metropark,Ongoing Resealing and General Life-cycle Maintenance,Buildings,Buildings,(unspecified),2014,44.645256,-63.572158
CBX01154,Accessibility - HRM Facilities,Albro Lake Beach,Washroom Facilities,Buildings,Buildings,(unspecified),2014,44.687339,-63.684455
CBX01154,Accessibility - HRM Facilities,Chocolate Lake Beach,Washroom Facilities,Buildings,Buildings,(unspecified),2014,44.638354,-63.620095
CBX01154,Accessibility - HRM Facilities,City Hall,Elevator Installation,Buildings,Buildings,(unspecified),2014,44.648954,-63.575239
CBX01154,Accessibility - HRM Facilities,Lebrun Centre,Accessibility Upgrades,Buildings,Buildings,(unspecified),2014,44.721227,-63.677333
CBX01157,Alderney Gate Recapitalization(Bundle),Alderney Gate,Building maintenance recapitalization,Buildings,Buildings,(unspecified),2014,44.664396,-63.568865
CBX01161,Energy Efficiency Projects,George Dixon Centre,Natural Gas Conversion,Buildings,Buildings,(unspecified),2014,44.657036,-63.589078
CBX01161,Energy Efficiency Projects,North Woodside Community Centre,Natural Gas Conversion,Buildings,Buildings,(unspecified),2014,44.658212,-63.551277
CBX01162,Environmental Remediation/Building Demolition,Cole Harbour Bell Building,Demolition of Vacant Bell Building,Buildings,Buildings,(unspecified),2014,44.688646,-63.491275
CBX01268,Consulting - Buildings (Category 0),St Andrews Centre,Planning,Buildings,Buildings,(unspecified),2014,44.654757,-63.622756
CBX01268,Consulting - Buildings (Category 0),St Marys Boat Club,Planning,Buildings,Buildings,(unspecified),2014,44.637541,-63.604464
CBX01270,Structural (Category 4),Bengal Lancers Building,Structural Improvements,Buildings,Buildings,(unspecified),2014,44.645194,-63.583456
CBX01270,Structural (Category 4),MacKintosh Depot,Structural Improvements,Buildings,Buildings,(unspecified),2014,44.66595,-63.621237
CBX01271,Site Work (Category 1),Chocolate Lake Recreation Centre,Driveway for Recreation Centre,Buildings,Buildings,(unspecified),2014,44.638179,-63.618813
CBX01271,Site Work (Category 1),Christ Church,Wall Repair,Buildings,Buildings,(unspecified),2014,44.667766,-63.567515
CBX01271,Site Work (Category 1),St Marys Boat Club,Sea Wall Repair,Buildings,Buildings,(unspecified),2014,44.637541,-63.604464
CBX01272,Roof (Category 3),Eric Spicer Building,Roof upgrades and repairs,Buildings,Buildings,(unspecified),2014,44.656693,-63.539032
CBX01272,Roof (Category 3),Northbrook Centre,Roof upgrades and repairs,Buildings,Buildings,(unspecified),2014,44.67686,-63.581991
CBX01273,Architecture - Interior (Category 5),City Hall,Building Renovations,Buildings,Buildings,(unspecified),2014,44.648954,-63.575239
CBX01273,Architecture - Interior (Category 5),Dartmouth Ferry Terminal,Building Renovations,Buildings,Buildings,(unspecified),2014,44.663994,-63.569358
CBX01344,Skating Oval,Emera Oval,Construction of the permanent support building,Buildings,Buildings,(unspecified),2014,44.649349,-63.587706
CB000006,Dartmouth Sportsplex Revitalization,Dartmouth Sportsplex,Renovation and Service Improvements,Buildings,Buildings,(unspecified),2015,44.669339,-63.575149
CB000023,Captain William Spry Renovations,Captain William Spry Community Centre,Locker Room Upgrades,Buildings,Buildings,(unspecified),2015,44.609312,-63.618322
CB000028,Scotiabank Centre,Scotiabank Centre,"Seat Replacements, washroom and concourse upgrades",Buildings,Buildings,(unspecified),2015,44.648206,-63.576739
CB000030,Beazley Field Grandstands & Upgrades,Beazley Field,Develop Site Plan,Buildings,Buildings,(unspecified),2015,44.68718,-63.532648
CB000043,Hubbards Recreation Centre,Hubbards Recreation Centre,Deferred Maintenance,Buildings,Buildings,(unspecified),2015,44.640409,-64.038805
CB000045,Cole Harbour Place,Cole Harbour Place,"Building Upgrades, Equipment and Systems",Buildings,Buildings,(unspecified),2015,44.683955,-63.489769
CB000049,Dartmouth Multi-Pad,Dartmouth Multi-Pad,New Multi-Pad Arena,Buildings,Buildings,(unspecified),2015,44.70194,-63.578128
CB000050,East Preston Recreation Centre,East Preston Recreation Centre,Parking lot upgrades and lighting,Buildings,Buildings,(unspecified),2015,44.719543,-63.433969
CB000051,Evergreen House,Evergreen House,Deferred Maintenance,Buildings,Buildings,(unspecified),2015,44.666613,-63.560014
CB000058,Musquodoboit Recreation Facility,Musquodoboit Recreation Facility,HVAC and Electrical,Buildings,Buildings,(unspecified),2015,45.05166,-63.137278
CB000059,North Woodside Community Centre Recapitalization,North Woodside Community Centre,Recapitalization and Accessibility Upgrades,Buildings,Buildings,(unspecified),2015,44.658212,-63.551277
CB000060,Sackville Sports Stadium,Sackville Sports Stadium,Roofing and Deferred Maintenance,Buildings,Buildings,(unspecified),2015,44.772907,-63.673625
CB000061,Upper Sackville Recreation Centre Facility,Upper Sackville Recreation Centre Facility,"Flooring, furnace and electrical",Buildings,Buildings,(unspecified),2015,44.813602,-63.764215
CB000063,Carroll's Corner Community Centre,Carroll's Corner Community Centre,Site Work,Buildings,Buildings,(unspecified),2015,45.016774,-63.384603
CB000064,BMO Centre,BMO Centre,Upgrades and Equipment,Buildings,Buildings,(unspecified),2015,44.725131,-63.705056
CBX01344,Emera Oval,Emera Oval,Pavillion Building Construction,Buildings,Buildings,(unspecified),2015,44.649349,-63.587706
CP000010,Cole Harbour Outdoor Pool & Tennis Court,Cole Harbour Outdoor Pool & Tennis Court,Accessibility Upgrades and Recapitalization,Buildings,Buildings,(unspecified),2015,44.666645,-63.490548
CB000002,Multi District Facilities (MDF)-Upgrades (Bundle),Alderney Landing,Awning,Buildings,Buildings,(unspecified),2016,44.664396,-63.568865
CB000002,Multi District Facilities (MDF)-Upgrades (Bundle),Canada Games Centre,Solar panels upgrades,Buildings,Buildings,(unspecified),2016,44.660051,-63.663838
CB000002,Multi District Facilities (MDF)-Upgrades (Bundle),Centennial Pool,Bulkhead construction,Buildings,Buildings,(unspecified),2016,44.64993,-63.581731
CB000002,Multi District Facilities (MDF)-Upgrades (Bundle),Eastern Shore Recreation Centre,Mechanical upgrades,Buildings,Buildings,(unspecified),2016,44.789253,-63.148432
CB000002,Multi District Facilities (MDF)-Upgrades (Bundle),Spryfield Lions Rink,Mechanical and electrical upgrades,Buildings,Buildings,(unspecified),2016,44.607957,-63.608345
CB000002,Multi District Facilities (MDF)-Upgrades (Bundle),St. Margaret's Bay Recreation Centre,Mechanical and electrical upgrades,Buildings,Buildings,(unspecified),2016,44.706916,-63.857987
CB000006,Dartmouth Sportsplex - Revitalization,Dartmouth Sportsplex,Dartmouth Sportsplex - Revitalization,Buildings,Buildings,(unspecified),2016,44.669349,-63.575153
CB000011,St. Andrew's Community Centre Renovation,St. Andrew's Community Centre Renovation,Design Work,Buildings,Buildings,(unspecified),2016,44.654757,-63.622756
CB000023,Captain William Spry Renovations,Captain William Spry Centre,Renovate change rooms,Buildings,Buildings,(unspecified),2016,44.609312,-63.618322
CB000024,Commons Pool & Pavilion,Commons,Pool repairs,Buildings,Buildings,(unspecified),2016,44.648084,-63.588229
CB000028,Scotiabank Centre,Scotiabank Centre,"Roof, recapitalization, ice slab replacement, Lighting upgrade",Buildings,Buildings,(unspecified),2016,44.648206,-63.576739
CB000030,Beazley Field Grandstands & Upgrades,Beazley Field,Site Plan,Buildings,Buildings,(unspecified),2016,44.68695,-63.532394
CB000045,Cole Harbour Place,Cole Harbour Place,"Pool upgrades, mechanical upgrades and Roof Replacement",Buildings,Buildings,(unspecified),2016,44.683955,-63.489769
CB000049,Dartmouth Multi-Pad,Commodore Drive,Construction of 4-Pad Arena,Buildings,Buildings,(unspecified),2016,44.70194,-63.578128
CB000058,Musquodoboit Harbour Rec Facility (Village Plaza),Musquodoboit Harbour Rec Facility (Village Plaza),Reconfiguration and improvements,Buildings,Buildings,(unspecified),2016,44.786383,-63.148566
CB000060,Sackville Sports Stadium,Sackville Sports Stadium,Pool and change room upgrades,Buildings,Buildings,(unspecified),2016,44.772907,-63.673625
CB000064,BMO Centre,BMO Centre,Building and Equipment Maintenance,Buildings,Buildings,(unspecified),2016,44.725131,-63.705056
CB000067,Bedford Outdoor Pool,Bedford Outdoor Pool,Additional Showers,Buildings,Buildings,(unspecified),2016,44.724838,-63.667379
CB000068,Tallahassee Recreation Centre Upgrades,Tallahasse Community Centre,"Heating, flooring and electrical upgrades",Buildings,Buildings,(unspecified),2016,44.607595,-63.47794
CB000069,Eric Spicer,Eric Spicer Building,Natural Gas Conversion and upgrades,Buildings,Buildings,(unspecified),2016,44.656693,-63.539032
CB000071,Upper Hammonds Plains Community Centre,Upper Hammonds Plains Community Centre,"Mechanical, lighting and roof upgrades",Buildings,Buildings,(unspecified),2016,44.75234,-63.825895
CB000072,Chocolate Lake Community Centre,Chocolate Lake Community Centre,Upgrade Washrooms,Buildings,Buildings,(unspecified),2016,44.638179,-63.618813
CBX01046,Halifax City Hall and Grand Parade Restoration,City Hall,"Stone Wall Restoration, interior improvements",Buildings,Buildings,(unspecified),2016,44.648954,-63.575239
CBX01102,Fire Station Land Acquisition,"Station #8",Land Purchase for new fire stations,Buildings,Buildings,(unspecified),2016,44.71774,-63.674609
CBX01140,Metropark Upgrades,Metropark Parkade,Work determined by operator,Buildings,Buildings,(unspecified),2016,44.645256,-63.572158
CBX01157,Alderney Gate Recapitalization(Bundle),Alderney Gate,Building Recapitalization,Buildings,Buildings,(unspecified),2016,44.68718,-63.532648
CBX01162,Environmental Remediation/Building Demolition,6838 Bayer's Road,Asbestos removal,Buildings,Buildings,(unspecified),2016,44.652203,-63.620277
CBX01162,Environmental Remediation/Building Demolition,6850 Bayer's Road,Demolition,Buildings,Buildings,(unspecified),2016,44.652269,-63.620618
CBX01162,Environmental Remediation/Building Demolition,"Fire Station #62",Demolition,Buildings,Buildings,(unspecified),2016,44.571891,-63.632645
CBX01170,HRM Depot Upgrades,Cowie Hill Depot,Space reconfiguration,Buildings,Buildings,(unspecified),2016,44.626913,-63.625908
CBX01170,HRM Depot Upgrades,Mackintosh Depot,Security upgrades,Buildings,Buildings,(unspecified),2016,44.665559,-63.621459
CBX01170,HRM Depot Upgrades,Turner Drive Depot,Stair repairs,Buildings,Buildings,(unspecified),2016,44.711368,-63.596793
CBX01269,Mechanical (Category 6),200 Ilsley - Metro Transit,HVAC,Buildings,Buildings,(unspecified),2016,44.693076,-63.584569
CBX01269,Mechanical (Category 6),Dartmouth Ferry Terminal,HVAC,Buildings,Buildings,(unspecified),2016,44.663994,-63.569358
CBX01269,Mechanical (Category 6),Dartmouth Ferry Terminal,Air conditioning,Buildings,Buildings,(unspecified),2016,44.663981,-63.569338
CBX01269,Mechanical (Category 6),Halifax Ferry Terminal,Mechanical and plumbing,Buildings,Buildings,(unspecified),2016,44.649722,-63.571608
CBX01269,Mechanical (Category 6),Halifax Regional Police Headquarters,Air handling units,Buildings,Buildings,(unspecified),2016,44.650012,-63.579942
CBX01269,Mechanical (Category 6),Musquodoboit - Village Plaza Library,Ventilation improvements,Buildings,Buildings,(unspecified),2016,44.786439,-63.148459
CBX01269,Mechanical (Category 6),Needham Centre,HVAC and Bolier replacement,Buildings,Buildings,(unspecified),2016,44.66678,-63.602261
CBX01269,Mechanical (Category 6),North Branch Library,HVAC,Buildings,Buildings,(unspecified),2016,44.654203,-63.585745
CBX01270,Structural (Category 4),Acadia School,Structural repairs,Buildings,Buildings,(unspecified),2016,44.768693,-63.688158
CBX01270,Structural (Category 4),Shakespeare by the Sea,Roof structure repairs,Buildings,Buildings,(unspecified),2016,44.627282,-63.566238
CBX01270,Structural (Category 4),Sir Sandford Fleming Cottage,Exterior repairs,Buildings,Buildings,(unspecified),2016,44.630553,-63.602973
CBX01270,Structural (Category 4),Spencer House,Foundation repairs,Buildings,Buildings,(unspecified),2016,44.640394,-63.575634
CBX01271,Site Work (Category 1),Acadia Recreation Centre,Site Work,Buildings,Buildings,(unspecified),2016,44.768659,-63.688051
CBX01271,Site Work (Category 1),Bedford Leisure Centre,Site Work,Buildings,Buildings,(unspecified),2016,44.740729,-63.655348
CBX01271,Site Work (Category 1),"Fire Station #12 - 45 Highfield Park",Site Work,Buildings,Buildings,(unspecified),2016,44.687789,-63.588816
CBX01271,Site Work (Category 1),"Fire Station #13 - 86 King Street",Rear parking lot,Buildings,Buildings,(unspecified),2016,44.667126,-63.568763
CBX01271,Site Work (Category 1),"Fire Station #20 - 2385 Crowell Road",Site Work,Buildings,Buildings,(unspecified),2016,44.676498,-63.399055
CBX01271,Site Work (Category 1),"Fire Station #22 - North Preston Lake Echo",Site Work,Buildings,Buildings,(unspecified),2016,44.743043,-63.465292
CBX01271,Site Work (Category 1),"Fire Station #35 - 39 Corbet Road",Site Work,Buildings,Buildings,(unspecified),2016,45.026153,-63.300472
CBX01271,Site Work (Category 1),"Fire Station #38 - Musquodoboit",Site Work,Buildings,Buildings,(unspecified),2016,45.046779,-63.143747
CBX01271,Site Work (Category 1),"Fire Station #53 - Terence Bay",Site Work,Buildings,Buildings,(unspecified),2016,44.467824,-63.717929
CBX01271,Site Work (Category 1),Keschan Goodman Library,Site Work,Buildings,Buildings,(unspecified),2016,44.658696,-63.666814
CBX01272,Roof (Category 3),Carroll's Corner,Roof Repairs,Buildings,Buildings,(unspecified),2016,45.017163,-63.385477
CBX01272,Roof (Category 3),Chocolate Lake Recreation Centre,Roof Repairs,Buildings,Buildings,(unspecified),2016,44.638179,-63.618813
CBX01272,Roof (Category 3),Dartmouth North Community Centre,Roof Repairs,Buildings,Buildings,(unspecified),2016,44.684019,-63.588758
CBX01272,Roof (Category 3),Evergreen House,Roof Repairs,Buildings,Buildings,(unspecified),2016,44.666613,-63.560014
CBX01272,Roof (Category 3),Hubbard's Community Centre,Roof Repairs,Buildings,Buildings,(unspecified),2016,44.640409,-64.038805
CBX01272,Roof (Category 3),MacPhee House,Roof Repairs,Buildings,Buildings,(unspecified),2016,44.927219,-62.543656
CBX01272,Roof (Category 3),Northbrook Community Centre,Roof Repairs,Buildings,Buildings,(unspecified),2016,44.67686,-63.581991
CBX01272,Roof (Category 3),Sackville Sports Stadium,Roof Repairs,Buildings,Buildings,(unspecified),2016,44.772915,-63.673573
CBX01272,Roof (Category 3),St. Margaret's Centre,Roof Repairs,Buildings,Buildings,(unspecified),2016,44.706883,-63.858154
CBX01272,Roof (Category 3),Upper Hammonds Plains Community Centre,Roof Repairs,Buildings,Buildings,(unspecified),2016,44.752357,-63.825962
CBX01272,Roof (Category 3),Wallace Lucas Community Centre,Roof Repairs,Buildings,Buildings,(unspecified),2016,44.762402,-63.723921
CB000002,Multi District Facilities (MDF)-Upgrades,Canada Games Centre,Roof repairs,Buildings,Buildings,(unspecified),2017,44.660051,-63.663838
CB000002,Multi District Facilities (MDF)-Upgrades,Centennial Pool,Solar Upgrades,Buildings,Buildings,(unspecified),2017,44.64993,-63.581731
CB000002,Multi District Facilities (MDF)-Upgrades,Eastern Shore Community Centre,Building Recapitalization,Buildings,Buildings,(unspecified),2017,44.789253,-63.148432
CB000002,Multi District Facilities (MDF)-Upgrades,Halifax Forum,Building Recapitalization,Buildings,Buildings,(unspecified),2017,44.655346,-63.604223
CB000002,Multi District Facilities (MDF)-Upgrades,St. Margaret's Centre,Condenser replacement,Buildings,Buildings,(unspecified),2017,44.706883,-63.858154
CB000006,Dartmouth Sportsplex Revitalization,Dartmouth Sportsplex,Major renovation,Buildings,Buildings,(unspecified),2017,44.669349,-63.575153
CB000010,Regional Park Washrooms,Mainland Commons,Interior renovation to Soccer Nova Scotia Facility to create access for the all-weather field,Buildings,Buildings,(unspecified),2017,44.657003,-63.660267
CB000011,St. Andrew's Community Centre Renovation,St. Andrew's Community Centre,Consulting and design,Buildings,Buildings,(unspecified),2017,44.654673,-63.622723
CB000028,Scotiabank Centre,Scotiabank Centre,Exterior repairs and replace the basketball floor,Buildings,Buildings,(unspecified),2017,44.648119,-63.577178
CB000032,Power House Recapitalization,Power House,Interior upgrades,Buildings,Buildings,(unspecified),2017,44.713925,-63.678068
CB000045,Cole Harbour Place,Cole Harbour Place,Roof repair and other building repairs,Buildings,Buildings,(unspecified),2017,44.683955,-63.489769
CB000049,Dartmouth Multi-Pad,Dartmouth Multi-Pad,Construction,Buildings,Buildings,(unspecified),2017,44.70194,-63.578128
CB000051,Evergreen House,Evergreen House,Building Recapitalization,Buildings,Buildings,(unspecified),2017,44.666613,-63.560014
CB000052,"Fire Station 2, University Ave Recapitalization","Fire Station 2, University Ave","Second floor renovations, crew accommodations, kitchen upgrades and other upgrades",Buildings,Buildings,(unspecified),2017,44.63799,-63.585252
CB000058,Musquodoboit Harbour Village Plaza,Musquodoboit Harbour Village Plaza,Interior and exterior renovations,Buildings,Buildings,(unspecified),2017,44.786383,-63.148566
CB000060,Sackville Sports Stadium,Sackville Sports Stadium,"Mechanical, electrical and paving upgrades",Buildings,Buildings,(unspecified),2017,44.772907,-63.673625
CB000064,BMO Centre,BMO Centre,Replace 2 Ice Resurfacers and other repairs,Buildings,Buildings,(unspecified),2017,44.725131,-63.705056
CB000067,Bedford Outdoor Pool,Bedford Outdoor Pool,Additional Showers and other repairs,Buildings,Buildings,(unspecified),2017,44.724838,-63.667379
CB000068,Tallahassee Recreation Centre Upgrades,Tallahassee Recreation Centre,"Heating, flooring and electrical upgrades",Buildings,Buildings,(unspecified),2017,44.607595,-63.47794
CB000069,Eric Spicer,Eric Spicer,Heating system and HVAC upgrades,Buildings,Buildings,(unspecified),2017,44.656415,-63.544124
CB000071,Upper Hammonds Plains Community Centre,Upper Hammonds Plains Community Centre,"Mechanical upgrades, added insulation, exterior lighting and roof repairs",Buildings,Buildings,(unspecified),2017,44.752357,-63.825962
CB000072,Chocolate Lake Community Centre,Chocolate Lake Community Centre,"Upgrades to washrooms, windows and foundation repairs",Buildings,Buildings,(unspecified),2017,44.638179,-63.618813
CB000073,Metropark Upgrades,Metropark,Repairs identified by the operator,Buildings,Buildings,(unspecified),2017,44.645256,-63.572158
CB000074,Commons Pool & Pavilion,Halifax Commons Pool,Pool repairs,Buildings,Buildings,(unspecified),2017,44.648084,-63.588229
CB000075,Dartmouth North Community Centre Upgrades,Dartmouth North Community Centre,Exterior upgrades and playground,Buildings,Buildings,(unspecified),2017,44.683957,-63.588601
CB000077,Library Masterplan Implementation,Alderney Gate Library,Consulting,Buildings,Buildings,(unspecified),2017,44.664506,-63.569018
