"county","name","type","easting","northing","primary_stocking_objective","secondary_stocking_objective","number_released","stocking_date","growth_stage","mark","hatchery","fish_length_cm","fish_weight_g","stock","stock_strain"
"Annapolis","ANNAPOLIS RIVER BRICKTON BRIDGE","River","332483","4974742","Fall Stocking Program",,"500","1990-11-20T00:00:00.000","26-52 weeks after absorption of yolk sac","Left pelvic fin clip only","McGowan Lake","12.500","22.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"1000","2002-10-23T00:00:00.000","26-52 weeks after absorption of yolk sac","Adipose fin clip only","McGowan Lake","20.000","100.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Spring Stocking Program",,"100000","2006-06-06T00:00:00.000","8-14 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","5.000","2.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Spring Stocking Program",,"100000","2003-06-04T00:00:00.000","8-14 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","5.000","0.500","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"1866","2005-10-25T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","20.000","75.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"2000","1992-10-21T00:00:00.000","20-26 weeks after absorption of yolk sac","Adipose fin clip only","McGowan Lake","14.000","45.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"10000","1994-11-17T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","14.500","33.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"3600","1995-10-31T00:00:00.000","20-26 weeks after absorption of yolk sac","Adipose fin clip only","McGowan Lake","17.000","56.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"3600","1995-10-31T00:00:00.000","20-26 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","17.000","56.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"3360","1998-10-26T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","20.000","62.500","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"5000","1999-10-20T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","12.500","20.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"1000","2000-10-26T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","22.500","120.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"2800","2003-10-27T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","17.500","100.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"5000","2004-10-13T00:00:00.000","26-52 weeks after absorption of yolk sac","Adipose fin clip only","McGowan Lake","17.500","100.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER CARLTON RD BRIDGE","River","329584","4971297","Fall Stocking Program",,"500","1990-11-20T00:00:00.000","26-52 weeks after absorption of yolk sac","Right pelvic fin clip only","McGowan Lake","12.500","22.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","ANNAPOLIS RIVER KINGSTON BRIDGE","River","346699","4982410","Fall Stocking Program",,"750","1990-11-20T00:00:00.000","26-52 weeks after absorption of yolk sac","Right pelvic fin clip only","McGowan Lake","12.500","22.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","ANNAPOLIS RIVER KINGSTON BRIDGE","River","346699","4982410","Fall Stocking Program",,"500","1991-10-31T00:00:00.000","20-26 weeks after absorption of yolk sac","Right pelvic fin clip only","McGowan Lake","12.000","23.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","ANNAPOLIS RIVER KINGSTON BRIDGE","River","346699","4982410","Fall Stocking Program",,"1200","1993-10-18T00:00:00.000","20-26 weeks after absorption of yolk sac","Right pelvic fin clip only","McGowan Lake","16.700","57.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","ANNAPOLIS RIVER LAWRENCETOWN BRIDGE","River","329564","4971979","Fall Stocking Program",,"500","1990-11-20T00:00:00.000","26-52 weeks after absorption of yolk sac","Left pelvic fin clip only","McGowan Lake","12.500","22.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","ANNAPOLIS RIVER LAWRENCETOWN BRIDGE","River","329564","4971979","Fall Stocking Program",,"2400","1998-10-05T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","15.000","25.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER LAWRENCETOWN BRIDGE","River","329564","4971979","Spring Stocking Program",,"2250","1998-04-29T00:00:00.000","1-2 years from date of hatch","Adipose fin clip only","McGowan Lake","18.000","67.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER MIDDLETON","River","336999","4977995","Fall Stocking Program",,"750","1990-11-20T00:00:00.000","26-52 weeks after absorption of yolk sac","Left pelvic fin clip only","McGowan Lake","12.500","22.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","ANNAPOLIS RIVER MIDDLETON","River","336999","4977995","Fall Stocking Program",,"500","1991-10-31T00:00:00.000","20-26 weeks after absorption of yolk sac","Left pelvic fin clip only","McGowan Lake","12.000","23.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","ANNAPOLIS RIVER MIDDLETON","River","336999","4977995","Fall Stocking Program",,"700","1993-10-18T00:00:00.000","20-26 weeks after absorption of yolk sac","Left pelvic fin clip only","McGowan Lake","15.500","64.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","ANNAPOLIS RIVER MIDDLETON","River","336999","4977995","Spring Stocking Program",,"150000","2005-05-26T00:00:00.000","2-8 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","5.000","0.500","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","ANNAPOLIS RIVER MIDDLETON","River","336999","4977995","Fall Stocking Program",,"500","1989-10-25T00:00:00.000","20-26 weeks after absorption of yolk sac","Left pelvic fin clip only","McGowan Lake","14.500","35.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","ANNAPOLIS RIVER MIDDLETON","River","336999","4977995","Fall Stocking Program",,"3000","1992-10-21T00:00:00.000","20-26 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","12.500","20.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","ANNAPOLIS RIVER MIDDLETON","River","336999","4977995","Fall Stocking Program",,"2000","2011-10-31T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","12.500","30.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER MIDDLETON","River","336999","4977995","Spring Stocking Program",,"200","1992-05-12T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","20.000","101.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER MIDDLETON","River","336999","4977995","Spring Stocking Program",,"1507","1993-05-12T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","16.300","49.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER MIDDLETON","River","336999","4977995","Spring Stocking Program",,"2250","1998-04-29T00:00:00.000","1-2 years from date of hatch","Adipose fin clip only","McGowan Lake","18.000","67.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER ROUTE 201 BRIDGE","River","351405","4984422","Fall Stocking Program",,"500","1990-11-20T00:00:00.000","26-52 weeks after absorption of yolk sac","Right pelvic fin clip only","McGowan Lake","12.500","22.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","BLACK","Brook","343415","4979519","Spring Stocking Program",,"150000","2004-05-26T00:00:00.000","2-8 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","4.000","0.500","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","BLACK","Brook","343415","4979519","Fall Stocking Program",,"500","1991-10-31T00:00:00.000","20-26 weeks after absorption of yolk sac","Left pelvic fin clip only","McGowan Lake","12.000","23.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","BLACK","Brook","343415","4979519","Spring Stocking Program",,"10000","1998-05-12T00:00:00.000","2-8 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","4.000","0.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","BLACK","Brook","343415","4979519","Fall Stocking Program",,"500","1989-10-25T00:00:00.000","20-26 weeks after absorption of yolk sac","Right pelvic fin clip only","McGowan Lake","14.500","35.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","BLACK","Brook","343415","4979519","Fall Stocking Program",,"500","1990-11-20T00:00:00.000","26-52 weeks after absorption of yolk sac","Right pelvic fin clip only","McGowan Lake","12.500","22.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","BLACK","Brook","343415","4979519","Fall Stocking Program",,"1500","1991-10-31T00:00:00.000","20-26 weeks after absorption of yolk sac","Right pelvic fin clip only","McGowan Lake","12.000","23.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","BLACK","Brook","343415","4979519","Fall Stocking Program",,"1100","1993-10-18T00:00:00.000","20-26 weeks after absorption of yolk sac","Right pelvic fin clip only","McGowan Lake","16.700","57.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","BURBIDGE","Brook","333449","4975889","Fall Stocking Program",,"500","1991-10-31T00:00:00.000","20-26 weeks after absorption of yolk sac","Left pelvic fin clip only","McGowan Lake","12.000","23.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","BURBIDGE","Brook","333449","4975889","Fall Stocking Program",,"500","1993-10-18T00:00:00.000","20-26 weeks after absorption of yolk sac","Left pelvic fin clip only","McGowan Lake","15.500","64.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","BURBIDGE","Brook","333449","4975889","Spring Stocking Program",,"10000","1998-05-12T00:00:00.000","2-8 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","4.000","0.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","BURBIDGE","Brook","333449","4975889","Fall Stocking Program",,"500","1989-10-25T00:00:00.000","20-26 weeks after absorption of yolk sac","Left pelvic fin clip only","McGowan Lake","14.500","35.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","CADY","Lake","301512","4942940","Fall Stocking Program",,"3993","1983-10-20T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Yarmouth","14.600","34.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","CADY","Lake","301512","4942940","Fall Stocking Program",,"3200","1984-11-19T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","13.600","28.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","CADY","Lake","301512","4942940","Fall Stocking Program",,"2999","1985-10-07T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Yarmouth","14.100","31.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","CADY","Lake","301512","4942940","Fall Stocking Program",,"1500","1986-10-01T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Yarmouth","15.100","37.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","CONNELL","Lake","337969","4954260","Fall Stocking Program",,"2002","1980-09-23T00:00:00.000","26-52 weeks after absorption of yolk sac","Adipose fin clip only","Coldbrook","15.100","54.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","CONNELL","Lake","337969","4954260","Spring Stocking Program",,"600","2008-06-26T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","20.000","100.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","CONNELL","Lake","337969","4954260","Spring Stocking Program",,"1000","2011-06-01T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","20.000","100.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","CROSKILL","Lake","317300","4971630","Fall Stocking Program",,"998","1983-10-19T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Yarmouth","14.600","34.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","CROSKILL","Lake","317300","4971630","Fall Stocking Program",,"800","1984-11-19T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","13.600","28.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","CROSKILL","Lake","317300","4971630","Fall Stocking Program",,"799","1985-10-07T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Yarmouth","14.100","31.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","ELLIOTT","Lake","327739","4978710","Fall Stocking Program",,"4000","2009-09-29T00:00:00.000","20-26 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","10.000","20.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Annapolis","ELLIOTT","Lake","327739","4978710","Fall Stocking Program",,"2000","2010-11-04T00:00:00.000","20-26 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","10.000","20.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Annapolis","ELLIOTT","Lake","327739","4978710","Fall Stocking Program",,"3000","2011-10-20T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","12.500","30.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Annapolis","ELLIOTT","Lake","327739","4978710","Fall Stocking Program",,"2915","2008-10-23T00:00:00.000","20-26 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","10.000","12.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Annapolis","ELLIOTT","Lake","327739","4978710","Fall Stocking Program",,"5760","1996-10-18T00:00:00.000","20-26 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","11.200","16.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Annapolis","ELLIOTT","Lake","327739","4978710","Fall Stocking Program",,"4640","1998-10-06T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","9.200","8.600","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Annapolis","ELLIOTT","Lake","327739","4978710","Fall Stocking Program",,"4000","2000-10-26T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","10.000","10.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Annapolis","ELLIOTT","Lake","327739","4978710","Spring Stocking Program",,"1500","2003-05-02T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","20.000","80.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Annapolis","ELLIOTT","Lake","327739","4978710","Fall Stocking Program",,"5000","2004-10-12T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","15.000","50.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Annapolis","ELLIOTT","Lake","327739","4978710","Fall Stocking Program",,"5000","2006-11-02T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","15.000","50.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Annapolis","ELLIOTT","Lake","327739","4978710","Spring Stocking Program",,"750","1992-05-12T00:00:00.000","1-2 years from date of hatch","Adipose fin clip only","McGowan Lake","22.000","151.000","Tiger Trout","Tiger Trout - progeny of female 201 Brown Trout x male Antigonish domestic (005) Brook Trout"
"Annapolis","ELLIOTT","Lake","327739","4978710","Spring Stocking Program",,"250","1992-05-12T00:00:00.000","1-2 years from date of hatch","Carlin tag only","McGowan Lake","22.000","151.000","Tiger Trout","Tiger Trout - progeny of female 201 Brown Trout x male Antigonish domestic (005) Brook Trout"
"Annapolis","ELLIOTT","Lake","327739","4978710","Spring Stocking Program",,"1350","1993-05-20T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","22.000","152.000","Tiger Trout","Tiger Trout - progeny of female 201 Brown Trout x male Antigonish domestic (005) Brook Trout"
"Annapolis","FALES","Brook","346819","4981026","Spring Stocking Program",,"10000","1998-05-12T00:00:00.000","2-8 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","4.000","0.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","FALES","Brook","346819","4981026","Fall Stocking Program",,"500","1989-10-25T00:00:00.000","20-26 weeks after absorption of yolk sac","Right pelvic fin clip only","McGowan Lake","14.500","35.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","FALES","Brook","346819","4981026","Fall Stocking Program",,"500","1990-11-20T00:00:00.000","26-52 weeks after absorption of yolk sac","Right pelvic fin clip only","McGowan Lake","12.500","22.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","FALES","Brook","346819","4981026","Fall Stocking Program",,"500","1991-10-31T00:00:00.000","20-26 weeks after absorption of yolk sac","Right pelvic fin clip only","McGowan Lake","12.000","23.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","FALES","Brook","346819","4981026","Fall Stocking Program",,"700","1993-10-18T00:00:00.000","20-26 weeks after absorption of yolk sac","Right pelvic fin clip only","McGowan Lake","16.700","57.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","FALKLAND RIDGE","River","356491","4943113","Spring Stocking Program",,"10000","1995-06-24T00:00:00.000","8-14 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","7.500","1.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","FED","Lake","295227","4940320","Fall Stocking Program",,"400","1979-09-19T00:00:00.000","20-26 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","12.100","17.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","FED","Lake","295227","4940320","Fall Stocking Program",,"400","1982-10-20T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Yarmouth","18.000","45.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","FED","Lake","295227","4940320","Fall Stocking Program",,"401","1981-10-20T00:00:00.000","20-26 weeks after absorption of yolk sac","Adipose fin clip only","Yarmouth","10.700","18.000","Brook Trout","Brook Trout - hybrids F2A generation produced by progeny of hybrid mixed (Hughie and Flat Lakes) males and females"
"Annapolis","GRANVILLE FERRY","Pond","306277","4961879","Spring Stocking Program",,"510","1988-05-27T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","21.600","91.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","GRANVILLE FERRY","Pond","306277","4961879","Spring Stocking Program",,"20","1988-05-27T00:00:00.000","14-20 weeks after absorption of yolk sac","Floy tag (spagetti) only","McGowan Lake","0.000","1360.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","GRANVILLE FERRY","Pond","306277","4961879","Spring Stocking Program",,"25","1989-05-12T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","40.000","800.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","GRANVILLE FERRY","Pond","306277","4961879","Spring Stocking Program",,"500","1989-05-12T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","20.000","114.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","GRANVILLE FERRY","Pond","306277","4961879","Spring Stocking Program",,"200","1991-06-12T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","22.000","112.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Spring Stocking Program",,"502","1976-04-23T00:00:00.000","1-2 years from date of hatch","No mark or tag","Coldbrook","17.700","59.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Fall Stocking Program",,"1749","1977-10-07T00:00:00.000","20-26 weeks after absorption of yolk sac","Adipose fin clip only","Coldbrook","13.500","34.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Fall Stocking Program",,"5000","1990-11-26T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","12.500","22.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Fall Stocking Program",,"6000","1992-09-22T00:00:00.000","14-20 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","11.000","15.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Spring Stocking Program",,"750","1993-06-18T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","20.000","101.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Fall Stocking Program",,"5580","1993-11-19T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","13.000","24.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Spring Stocking Program",,"750","1994-06-17T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","22.000","143.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Spring Stocking Program",,"30","1995-06-16T00:00:00.000","14-20 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","40.000","1000.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Spring Stocking Program",,"1000","1995-06-16T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","22.400","136.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Fall Stocking Program",,"3200","1995-11-22T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","20.000","100.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Spring Stocking Program",,"1035","1996-06-14T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","25.500","200.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Fall Stocking Program",,"5040","1997-10-29T00:00:00.000","20-26 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","15.000","35.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Spring Stocking Program",,"3120","1998-04-11T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","20.000","77.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Spring Stocking Program",,"60","1998-06-12T00:00:00.000","14-20 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","40.000","1000.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Spring Stocking Program",,"1680","1998-06-12T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","22.000","125.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Fall Stocking Program",,"2400","1998-11-23T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","20.000","66.700","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Spring Stocking Program","Fishing Derby","50","1999-06-11T00:00:00.000","14-20 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","40.000","1000.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Spring Stocking Program","Fishing Derby","1500","1999-06-11T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","24.000","125.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Fall Stocking Program",,"5000","1999-10-20T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","12.500","20.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Spring Stocking Program","Fishing Derby","1500","2000-06-09T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","22.000","125.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Fall Stocking Program",,"5000","2000-10-16T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","17.500","75.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","LAKE PLEASANT","Lake","351491","4942310","Spring Stocking Program",,"1200","2001-06-15T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","24.000","175.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
